date,time,sport,channel,comp,ht,at
2025-06-15,6:15PM,Football,Blue Sport 2 CH,Italian Serie B,Salernitana,Frosinone
2025-06-15,6:25PM,Football,Fox Soccer Plus,Italian Serie B,Salernitana,Frosinone
