date,time,sport,channel,comp,ht,at
2025-06-11,5:50PM,Basketball,Polsat Sport,Polish Basketball League,Start Lublin,Legia Warszawa
2025-06-11,7:15PM,Basketball,Movistar Deportes,Spanish Liga ACB,Real Madrid Baloncesto,Baloncesto Málaga
2025-06-11,7:10PM,Basketball,Sport 4 IL,Spanish Liga ACB,Real Madrid Baloncesto,Baloncesto Málaga
2025-06-11,7:15PM,Basketball,Sport Klub 1 HR,Spanish Liga ACB,Real Madrid Baloncesto,Baloncesto Málaga
2025-06-11,7:15PM,Basketball,Sport Klub 1 SI,Spanish Liga ACB,Real Madrid Baloncesto,Baloncesto Málaga
2025-06-11,7:10PM,Basketball,Go3 Sport 3 LV,Spanish Liga ACB,Real Madrid Baloncesto,Baloncesto Málaga
2025-06-11,7:15PM,Basketball,Arena Sport 1 Premium RS,Spanish Liga ACB,Real Madrid Baloncesto,Baloncesto Málaga
2025-06-11,7:15PM,Basketball,Cosmote Sport 7 GR,Spanish Liga ACB,Real Madrid Baloncesto,Baloncesto Málaga
2025-06-11,7:15PM,Basketball,DAZN Portugal,Spanish Liga ACB,Real Madrid Baloncesto,Baloncesto Málaga
2025-06-11,7:15PM,Basketball,Diema Sport 2 BG,Spanish Liga ACB,Real Madrid Baloncesto,Baloncesto Málaga
2025-06-11,7:15PM,Basketball,Eleven Sports 2 Portugal,Spanish Liga ACB,Real Madrid Baloncesto,Baloncesto Málaga
2025-06-12,6:00PM,Basketball,Arena Sport 1 HR,Adriatic ABA League,KK Partizan,KK Budućnost
2025-06-12,6:00PM,Basketball,Arena Sport 1 Premium RS,Adriatic ABA League,KK Partizan,KK Budućnost
2025-06-12,6:00AM,Basketball,Sky Sport 3 NZ,Australian NBL,Manawatu Jets,Auckland Tuatara
2025-06-12,5:50PM,Basketball,Sport 5 IL,Israeli Basketball Premier League,Hapoel Jerusalem BC,Maccabi Tel Aviv BC
2025-06-12,5:50PM,Basketball,Sport Klub 3 HR,Israeli Basketball Premier League,Hapoel Jerusalem BC,Maccabi Tel Aviv BC
2025-06-12,5:50PM,Basketball,Sport Klub 3 RS,Israeli Basketball Premier League,Hapoel Jerusalem BC,Maccabi Tel Aviv BC
2025-06-12,5:50PM,Basketball,Sport Klub 3 SI,Israeli Basketball Premier League,Hapoel Jerusalem BC,Maccabi Tel Aviv BC
2025-06-12,6:30PM,Basketball,DAZN New Zealand,Italian Lega Basket,Virtus Pallacanestro Bologna,Basket Brescia Leonessa
2025-06-12,6:30PM,Basketball,DAZN Serbia,Italian Lega Basket,Virtus Pallacanestro Bologna,Basket Brescia Leonessa
2025-06-12,6:25PM,Basketball,Polsat Sport News,Italian Lega Basket,Virtus Pallacanestro Bologna,Basket Brescia Leonessa
2025-06-12,6:25PM,Basketball,Sport 3 IL,Italian Lega Basket,Virtus Pallacanestro Bologna,Basket Brescia Leonessa
2025-06-12,6:30PM,Basketball,DAZN Belgium,Italian Lega Basket,Virtus Pallacanestro Bologna,Basket Brescia Leonessa
2025-06-12,6:30PM,Basketball,DAZN Australia,Italian Lega Basket,Virtus Pallacanestro Bologna,Basket Brescia Leonessa
2025-06-12,7:00PM,Basketball,Arena Sport 2 HR,Italian Lega Basket,Virtus Pallacanestro Bologna,Basket Brescia Leonessa
2025-06-12,6:30PM,Basketball,Arena Sport 2 SI,Italian Lega Basket,Virtus Pallacanestro Bologna,Basket Brescia Leonessa
2025-06-12,6:30PM,Basketball,Arena Sport 3 Premium RS,Italian Lega Basket,Virtus Pallacanestro Bologna,Basket Brescia Leonessa
2025-06-12,6:30PM,Basketball,DAZN Austria,Italian Lega Basket,Virtus Pallacanestro Bologna,Basket Brescia Leonessa
2025-06-12,6:30PM,Basketball,DAZN Canada,Italian Lega Basket,Virtus Pallacanestro Bologna,Basket Brescia Leonessa
2025-06-12,6:30PM,Basketball,DAZN Germany,Italian Lega Basket,Virtus Pallacanestro Bologna,Basket Brescia Leonessa
2025-06-12,6:30PM,Basketball,DAZN Portugal,Italian Lega Basket,Virtus Pallacanestro Bologna,Basket Brescia Leonessa
2025-06-12,6:30PM,Basketball,DAZN Spain,Italian Lega Basket,Virtus Pallacanestro Bologna,Basket Brescia Leonessa
2025-06-12,6:30PM,Basketball,DAZN Switzerland,Italian Lega Basket,Virtus Pallacanestro Bologna,Basket Brescia Leonessa
2025-06-12,3:50PM,Basketball,Sport Klub 3 HR,Lithuanian LKL,BC Žalgiris,BC Lietuvos rytas
2025-06-12,3:50PM,Basketball,Sport Klub 3 RS,Lithuanian LKL,BC Žalgiris,BC Lietuvos rytas
2025-06-12,3:50PM,Basketball,Sport Klub 5 SI,Lithuanian LKL,BC Žalgiris,BC Lietuvos rytas
2025-06-12,12:30AM,Basketball,WatchESPN Australia,NBA,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,Movistar Deportes,NBA,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,NBA League Pass,NBA,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,Nova Sport 2 CZ,NBA,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,RDS,NBA,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,S Sport TR,NBA,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,S Sport+ TR,NBA,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:00AM,Basketball,Sky Sport NBA,NBA,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,Sport 1 Hungary,NBA,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,Sport 5 IL,NBA,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,Sport TV 1,NBA,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,Sportkanalen SWE,NBA,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,SportsNet East,NBA,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,SportsNet One,NBA,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,SportsNet Ontario,NBA,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,SportsNet Pacific,NBA,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,SportsNet West,NBA,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,Stöð 2 Sport 2 IS,NBA,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,TV 2 Sport X,NBA,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,Go3 Sport 1 LV,NBA,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,VG+ NO,NBA,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,DAZN Belgium,NBA,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,ABC,NBA,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,AFN Sports,NBA,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,Arena Sport 1 HR,NBA,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,Arena Sport 1 Premium RS,NBA,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,Arena Sport 1 SI,NBA,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:00AM,Basketball,BeIN Sports 1 Qatar,NBA,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,BeIN Sports English 1 Qatar,NBA,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,BeIN Sports French 1 Qatar,NBA,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,BeIn Sports HD 1 France,NBA,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,TNT Sports 1,NBA,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,Canal + Sport Polska,NBA,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,Cosmote Sport 4 GR,NBA,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:15AM,Basketball,DAZN Austria,NBA,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:15AM,Basketball,DAZN Germany,NBA,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,Diema Sport 2 BG,NBA,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,ESPN 1 Netherlands,NBA,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:25AM,Basketball,ESPN 2 Honduras,NBA,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:25AM,Basketball,ESPN 2 Nicaragua,NBA,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,ESPN 4 Netherlands,NBA,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,ESPN Australia,NBA,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:25AM,Basketball,ESPN Colombia,NBA,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:25AM,Basketball,ESPN Deportes,NBA,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,ESPN New Zealand,NBA,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:25AM,Basketball,ESPN Paraguay,NBA,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,ESPN South Africa,NBA,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,WatchESPN Australia,NBA Cup,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,Movistar Deportes,NBA Cup,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,NBA League Pass,NBA Cup,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,Nova Sport 2 CZ,NBA Cup,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,RDS,NBA Cup,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,S Sport TR,NBA Cup,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,S Sport+ TR,NBA Cup,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:00AM,Basketball,Sky Sport NBA,NBA Cup,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,Sport 1 Hungary,NBA Cup,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,Sport 5 IL,NBA Cup,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,Sport TV 1,NBA Cup,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,Sportkanalen SWE,NBA Cup,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,SportsNet East,NBA Cup,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,SportsNet One,NBA Cup,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,SportsNet Ontario,NBA Cup,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,SportsNet Pacific,NBA Cup,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,SportsNet West,NBA Cup,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,Stöð 2 Sport 2 IS,NBA Cup,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,TV 2 Sport X,NBA Cup,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,Go3 Sport 1 LV,NBA Cup,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,VG+ NO,NBA Cup,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,DAZN Belgium,NBA Cup,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,ABC,NBA Cup,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,AFN Sports,NBA Cup,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,Arena Sport 1 HR,NBA Cup,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,Arena Sport 1 Premium RS,NBA Cup,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,Arena Sport 1 SI,NBA Cup,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:00AM,Basketball,BeIN Sports 1 Qatar,NBA Cup,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,BeIN Sports English 1 Qatar,NBA Cup,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,BeIN Sports French 1 Qatar,NBA Cup,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,BeIn Sports HD 1 France,NBA Cup,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,TNT Sports 1,NBA Cup,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,Canal + Sport Polska,NBA Cup,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,Cosmote Sport 4 GR,NBA Cup,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:15AM,Basketball,DAZN Austria,NBA Cup,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:15AM,Basketball,DAZN Germany,NBA Cup,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,Diema Sport 2 BG,NBA Cup,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:30AM,Basketball,ESPN 1 Netherlands,NBA Cup,Indiana Pacers,Oklahoma City Thunder
2025-06-12,12:25AM,Basketball,ESPN 2 Honduras,NBA Cup,Indiana Pacers,Oklahoma City Thunder
